url,category_code,category_description,date_added,source,notes
http://www.af.mil/,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.afp.com/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.afterellen.com/,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.agentprovocateur.com/,PROV,Provocative Attire,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.ahram.org.eg/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.aidsalliance.org/,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.aidsonline.com/,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.akdn.org/,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.alarabiya.net/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.aleph.to/,MILX,Terrorism and Militants,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.aljazeera.net/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.almanar.com.lb/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.alqassam.ps/,MILX,Terrorism and Militants,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.altavista.com/,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.altpenis.com/,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.amazon.com/,COMM,E-commerce,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.americannaziparty.com/,HATE,Hate Speech,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.amnesty.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.ananzi.co.za/,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.angelfire.lycos.com/,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.anglicancommunion.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.angryharry.com/,HATE,Hate Speech,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.animalliberationfront.com/,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.anonymitychecker.com/,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.anonymizer.com/,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.anonymizer.ru/,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.anonymsurfen.com/,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.apple.com/,COMM,E-commerce,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.appzplanet.com/,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.apt.ch/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.arabnews.com/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.arabtimes.com/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.ariannelingerie.com/,PROV,Provocative Attire,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.army.mil/,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.article19.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.aseansec.org/,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.ask.com/,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.asterisk.org/,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.atheistalliance.org/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.atheists.org/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.auduboninternational.org/,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.avert.org/,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.awid.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.bacardi.com/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.backtrack-linux.org/,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.bacardi.com/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.backtrack-linux.org/,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.bahai.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.baidu.com/,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.barmeister.com/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.barnesandnoble.com/,COMM,E-commerce,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.bat.com/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.bbc.com/news,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.beer.com/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.beerinfo.com/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.benedelman.org/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.betfair.com/,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.bfed.info/,HATE,Hate Speech,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.bglad.com/,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.binance.com/,COMM,E-commerce,2018-11-15,blockchain,Initial tracking of cryptocurrencies on 2018-11-15. Cryptocurrency exchange
https://www.bing.com/,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.birthcontrol.com/,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.bitcomet.com/,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.bitfinex.com/,COMM,E-commerce,2018-11-15,blockchain,Initial tracking of cryptocurrencies on 2018-11-15. Cryptocurrency exchange
http://www.bittorrent.com/,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.biz.ly/,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.blackhat.be/,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.blackjackinfo.com/,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.blizzard.com/,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.blogeasy.com/,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.blogger.com/,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.blogsome.com/,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.bme.com/,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.brinkster.com/,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.broadvoice.com/,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.brookings.edu/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.btselem.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.buddhanet.net/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.budweiser.com/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.buydutchseeds.com/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.callserve.com/,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.cannabis.info/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.cannaweed.com/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.caritas.org/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.carnivalcasino.com/,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.casinotropez.com/,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.catholic.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.catholicsforchoice.org/,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.cbc.ca/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.cbsnews.com/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.ccel.org/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.cdc.gov/,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.ceceurope.org/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.centcom.mil/,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.cesr.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.change.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.chantelle.com/,PROV,Provocative Attire,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.childrensdefense.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.chinatimes.com/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.christianity.com/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.christianitytoday.com/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.churchofeuthanasia.org/,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.cia.gov/,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.cidh.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.circumcision.org/,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.cirp.org/,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.cis.minsk.by/,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.clintonfoundation.org/,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.clubdicecasino.com/,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.cnn.com/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.coinbase.com/,COMM,E-commerce,2018-11-15,blockchain,Initial tracking of cryptocurrencies on 2018-11-15. Cryptocurrency exchange
http://www.collegehumor.com/,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.concern.net/,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.copticchurch.net/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.coquette.com/,PROV,Provocative Attire,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.counter-strike.net/,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.cpj.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.crisisgroup.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.crs.org/,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.cseindia.org/,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.csidonline.org/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.csmonitor.com/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.cwgl.rutgers.edu/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.cyber-pirates.org/,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.dailymail.co.uk/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.dailymotion.com/,MMED,Media sharing,2014-04-15,citizenlab,Updated 2022-02-21
http://www.darknet.org.uk/,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.darpa.mil/,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.date.com/,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.dating.com/,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.datingdirect.com/,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.datpiff.com/,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.dd-rd.ca/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.dea.gov/index.shtml,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.deathmetal.org/,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.defense.gov/,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.delicates.co.uk/,PROV,Provocative Attire,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.democracycaucus.net/,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.democracynow.org/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.depositfiles.com/,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.derechos.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.dfid.gov.uk/,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.dharmanet.org/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.dia.mil/,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.dit-inc.us/,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.doctissimo.fr/,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.dogpile.com/,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.dopplr.com/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.dotster.com/,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.download.com/,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.dreamhost.com/,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.dropbox.com/,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.drudgereport.com/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.drugsense.org/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.dw-world.de/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.ea.com/,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.earthaction.org/,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.earthrights.org/,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.earthwatch.org/,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.ebaumsworld.com/,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.ebay.com/,COMM,E-commerce,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.eccouncil.org/,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.echr.coe.int/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.economist.com/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.ectaco.com/,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.ectaco.com/info/software/?atid=2021,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.edf.org/,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.eea.europa.eu/,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.eff.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.eharmony.com/,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.eln-voces.com/,MILX,Terrorism and Militants,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.eluniversal.com/,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.engenderhealth.org/,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.enom.com/,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.epa.gov/,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.episcopalchurch.org/,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.episcopalrelief.org/,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.erowid.org/,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.eurogrand.com/,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.europacasino.com/,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
http://www.euthanasia.cc/,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
https://www.eveonline.com/,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14
